,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Agriculture,1151.433361592332,0.7233833976429634,0.07748163372719867,1.378653200835024,1153.612879824537,139.0748723469915,0,20.6086694641669,159.6835418111584,61.38729128476373,692.3682085840327,184.2643068545608,938.0198067233572,2251.316228359052,3300.325078498005
Forestry planting,14.38902055500729,1.350489975602565,0,0.5056872718504224,16.24519780246028,9.625914278364107,0.0009162850527516775,44.68513666371246,54.31196722712932,12.15730977411203,5.801949061150005,3.141881016308061,21.10113985157009,91.6583048811597,205.352784682324
Forestry harvesting,17.39502288177445,0.3307331908784061,0.08103913606530609,0.6181089319979065,18.42490414071607,1.064628908946361,0,73.82329291030211,74.88792181924848,0.3847059094539117,74.35294718374159,14.93729964896234,89.67495274215784,182.9877787021224,333.1681439443047
Fishing,18.01427644334609,0.1308170902465278,0,0.5577219600644772,18.70281549365709,0.1049973147064227,0,37.52184506101207,37.6268423757185,4.413846825088418,39.24664626877149,122.4014214990808,166.0619145929407,222.3915724623163,390.3972839400662
Aquaculture,29.48647431824571,0.4756365979077857,0,1.119662263289646,31.08177317944314,4.820665032450402,0,3.621377011838816,8.442042044289218,5.424182873466824,138.53563685504,325.7689224066487,469.7287421351555,509.2525573588879,792.9893047037161
Coal & lignite,5.544371731852709,0.001034359211370448,0,0,5.54540609106408,0.914024521385189,0,-10.84996650910342,-9.935941987718229,0.1744078604705699,61.35142312757679,0.8190120918190867,62.34484307986645,57.9543071832123,75.87903875079056
"Oil & gas extraction, metal ores & other",15.79723823906204,0.01267281957087151,0,0,15.80991105863291,1.446248047086036,0,1.907852551025275,3.354100598111311,1.025375452697854,75.14335207228143,59.27426541522645,135.4429929402057,154.60700459695,455.4761459519682
Mining Support,80.01391471466108,0.3320305618303144,0,0,80.34594527649139,18.24656838780188,0,5.961070134408992,24.20763852221087,9.36041855286616,1896.488029555608,461.9921001911396,2367.840548299614,2472.394132098316,2708.888654826757
Meat processing,281.4289442972798,0.04847145494761459,0,0,281.4774157522274,0.8924291805483595,0,0.4635214949123631,1.355950675460722,9.03862697599684,655.5660383546688,87.71565676271527,752.3203220933809,1035.153688521069,1189.77306734986
Fish & fruit processing,258.7248198568208,0.08261111626133943,0,0,258.8074309730821,1.853496685059098,0,1.226897268757185,3.080393953816283,6.407243714371282,730.4316113634031,320.4705386746116,1057.309393752386,1319.197218679285,1531.508060256381
"Dairy products, oils & fats processing",189.9122711979371,0.002539922492297113,0,0,189.9148111204294,0.4721381635203761,0,0.4489854592348036,0.9211236227551797,5.512433062201877,221.7911886947433,37.82686126295555,265.1304830199007,455.9664177630853,516.8206372523529
Grain milling & starch,13.45633423664772,0.001072310878268504,0,0,13.45740654752599,0.08593217087894858,0,0.09840882276784736,0.184340993646796,0.4144728594562606,37.79407999580314,5.847943549915311,44.05649640517472,57.6982439463475,96.9509346473205
Bakery & farinaceous,369.4798492481832,0.05791424965544973,0,0,369.5377634978386,2.223170559222303,0,1.127954998015492,3.351125557237795,9.262725748583405,469.7027230752187,101.3621657245434,580.3276145483455,953.216503603422,1040.738698482545
Other food,95.03663836643267,0.0491292169512199,0.1107770088588378,0,95.19654459224273,2.049475221190338,0,0.3653051558040153,2.414780376994353,2.438725422752547,313.5300263285927,102.6554375259795,418.6241892773247,516.2355142465618,574.967862244173
Animal feeds,119.5900434535082,0.008166635347840047,0,0,119.598210088856,1.897163214307312,0,1.133003455933872,3.030166670241184,0.8471024641001795,72.88270415950423,66.62617071606743,140.3559773396719,262.9843540987691,536.2141659989811
Spirits & wines,255.0123396701069,0.2337355986431541,0,0,255.2460752687501,20.99493541074781,0,1.582119813327476,22.57705522407528,22.03554574631767,526.8068893490939,2915.642562406981,3464.484997502392,3742.308127995218,3967.437950355431
Beer & malt,43.20139091188382,0.01145792155140451,0,0,43.21284883343522,1.489228336251044,0,0.2473595737187891,1.736587909969833,3.509931792641241,63.69116064396154,160.2060374631135,227.4071298997163,272.3565666431214,306.2911490207991
Soft Drinks,165.5850815449471,0.001097431507050259,0,0,165.5861789764542,0.1729029246314339,0,-0.001541918843421524,0.1713610057880123,13.31366037633714,120.0972918172573,12.08905763294486,145.5000098265393,311.2575498087815,371.7432825613455
Tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textiles,152.5562563533014,0.1070453676230742,0.02469019117182876,0,152.6879919120964,18.22894741646697,0.1537496648057597,0.1078962439932747,18.49059332526601,4.612872291668055,136.4830440281493,139.7442992407654,280.8402155605827,452.0188007979451,510.7771285063492
Wearing apparel,97.43237447977673,0.01292511872491847,0,0,97.44529959850165,1.35436480777927,0.01602060339551873,0.1049638697118091,1.475349280886598,9.651707107213742,89.88217363224325,93.23044485774261,192.7643255971996,291.6849744765879,303.8180709468696
Leather goods,86.2706827127454,0.004343323343310231,0,0,86.2750260360887,0.5069218234745626,0.00146966426067723,0.175312154180941,0.6837036419161808,13.8533606899137,25.22609800398731,80.81279677693225,119.8922554708333,206.8509851488381,215.6420351349423
Wood and wood products,71.62258586007336,0.05768026421712277,0,0,71.68026612429048,5.904781425981442,0.3603251802197838,25.93603278309158,32.20113938929281,6.947730788375436,681.9816116340573,72.570249812231,761.4995922346637,865.3809977482471,1623.71112379723
Paper & paper products,87.9507863422161,0.02024244250110802,0,0,87.97102878471722,2.97664178334547,0.009478604917100099,3.863567795895177,6.849688184157746,4.143462357958813,137.1267776517691,247.2229538635874,388.4931938733153,483.3139108421903,831.5403823923573
Printing and recording,42.81326876527477,0.02531204394390274,0,0,42.83858080921868,2.137111700297529,0.1015692221568441,1.895950792637512,4.134631715091885,0.8685407635401662,92.12308544754869,22.6295145190959,115.6211407301848,162.5943532544953,399.3319923775251
"Coke, petroleum & petrochemicals",30.44072215764868,0.09591384010257815,0.553357076646361,0,31.08999307439762,6.01975755924887,0.0003454611880446302,-19.00038939954056,-12.98028637910364,1.228388219282202,486.9701494452787,443.880617418866,932.0791550834269,950.1888617787209,1016.504969463631
"Paints, varnishes and inks etc",2.509628655509044,0.03997744407861486,0,0,2.549606099587658,0.9948293234223966,0,0.1185325413072782,1.113361864729675,0.1558488695908938,10.30688929479585,19.35410418303721,29.81684234742396,33.47981031174129,55.78866509930705
