,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Agriculture,738.5069799194855,0.1339451084710932,0.01878536652422979,0.5966616743005662,739.2563720687814,69.87994817405868,0,6.172479602747899,76.05242777680658,41.83258049015291,572.2533720594661,121.4266578010242,735.5126103506432,1550.821410196231,2237.788786045815
Forestry planting,7.392600844588136,0.7026993555098693,0,0.3491117166366305,8.444411916734635,5.515188632754157,0.0009601004131346489,13.65470733276311,19.1708560659304,7.398593360159637,2.916263502022597,1.41777581631457,11.7326326784968,39.34790066116184,113.8812763786734
Forestry harvesting,14.03860016791911,0.3818662209714376,0.1283121277480099,0.9371023657858519,15.48588088242441,0.659451595650314,0,4.734111293387523,5.393562889037836,0.2007058487757099,44.4685625119845,9.661362428795954,54.33063078955617,75.21007456101842,210.8761416466028
Fishing,15.9525280106534,0.0429994587523282,0,0.7733413636344025,16.76886883304013,0.1758735392490506,0,32.76310615618339,32.93897969543244,3.149334060878573,36.50894370057711,74.7956323041419,114.4539100655976,164.1617585940702,301.9556103095242
Aquaculture,17.22530126741751,0.07604249561607308,0,1.367617383107478,18.66896114614106,0.1247119520434684,0,2.634601553853172,2.759313505896641,3.34323406057322,124.9088301339635,117.5286612079163,245.780725402453,267.2090000544907,410.4212880173081
Coal & lignite,2.980910672201176,0,0,0,2.980910672201176,2.968072295722868,0,1.22400726927789,4.192079565000759,0.4042811253661712,177.2044139821674,2.031974328311842,179.6406694358454,186.8136596730474,206.468968186789
"Oil & gas extraction, metal ores & other",13.09572428739327,0.005540388459557686,0,0,13.10126467585283,1.369677679472866,0,-0.1923088656914329,1.177368813781433,0.9882387005470573,37.7901594377143,30.19856477802987,68.97696291629123,83.25559640592549,378.8076465855493
Mining Support,72.50553941981745,0.02406296828115645,0,0,72.52960238809861,32.19805741011333,0,3.853386972365591,36.05144438247892,8.11629884553871,2486.949665059604,301.6842169663288,2796.750180871472,2905.331227642049,3192.385406553465
Meat processing,324.1308066968841,0.01288832502807855,0,0,324.1436950219122,0.5725747483964814,0,0.007608342871744257,0.5801830912682256,10.15113988158101,447.7378680902942,61.50632022520144,519.3953281970767,844.119206310257,1039.086711669737
Fish & fruit processing,152.9580103015732,0.01503387486025699,0,0,152.9730441764334,1.717804010697535,0,0.06397459139951933,1.781778602097055,3.534592632541713,478.4293928614248,210.2952383074729,692.2592238014394,847.0140465799699,950.1858676857676
"Dairy products, oils & fats processing",285.4060694606331,0.0009800720224611573,0,0,285.4070495326555,0.6373488700141303,0,0.07626118378184299,0.7136100537959733,6.72447177372996,221.9776314610077,13.04613586698945,241.7482391017272,527.8688986881787,607.0290827463976
Grain milling & starch,9.985424595340675,0.0001525092572610594,0,0,9.985577104597935,0.1449463208546418,0,-0.09492162299798809,0.05002469785665375,0.3343265826820286,34.82264428097903,15.40847604095562,50.56544690461669,60.60104870707127,79.53228413708018
Bakery & farinaceous,274.8857272943983,0.003633718000586727,0,0,274.8893610123989,1.443777615692938,0,-0.6021831225418265,0.841594493151112,7.633997687783103,369.1873088092701,66.5260894785756,443.3473959756288,719.0783514811789,814.8361102694623
Other food,93.01458120067282,0.0001120928681744889,0.1840353871032634,0,93.19872868064427,1.811705613629152,0,-0.01995247554171118,1.791753138087441,2.400501250849898,161.2512578285287,47.54247669235507,211.1942357717337,306.1847175904654,368.3193349580779
Animal feeds,36.65364755931904,0.0001140577269937037,0,0,36.65376161704604,0.4123566280469413,0,0.5164962368051225,0.9288528648520638,0.3285120807053093,29.94204161521922,19.06790567699043,49.33845937291496,86.92107385481306,162.8114919008827
