,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Agriculture,751.1947797415403,0.4688404666165307,0.1193137229313693,1.870800556584667,753.6537344876729,52.4957678575633,0,3.143279502936902,55.6390473605002,43.37212992842315,381.6315493652396,106.3251409839525,531.3288202776153,1340.621602125788,2129.800592636693
Forestry planting,7.699141527982759,0.7533956531518683,0,0.4825833376123865,8.935120518747013,6.011725012369816,0.0003644981640366275,5.609495320596846,11.6215848311307,8.307740840490014,3.752711084937522,1.315528905170706,13.37598083059824,33.93268618047595,126.256335224865
Forestry harvesting,16.6389998524713,0.2087148864023043,0.07067753128472591,0.5542269936111408,17.47261926376947,0.708874812838989,0,42.04749799948848,42.75637281232748,0.2219224056005358,37.49026871096333,10.64701059705815,48.35920171362201,108.588193789719,234.1327518531236
Fishing,9.349756497236337,0.01471271956810927,0,0.3945755400863041,9.75904475689075,0.126581008247681,0,-3.176779812419144,-3.050198804171463,2.793710711376881,33.42530894546009,71.82841219216432,108.0474318490013,114.7562778017206,194.3812420919947
Aquaculture,12.93135885681849,0.04175967610096491,0,1.119261706736584,14.09238023965604,0.6288393544041087,0,2.601964115339792,3.230803469743901,3.151669797888744,88.37137037621984,72.37085901134256,163.8938991854511,181.2170828948511,290.1019513156239
Coal & lignite,6.75131104176132,0,0,0,6.75131104176132,1.515314737082339,0,-4.589141383475483,-3.073826646393144,0.4294306673420379,134.3276622997491,1.221328264998334,135.9784212320895,139.6559056274577,190.3775392208497
"Oil & gas extraction, metal ores & other",7.947940773148953,0.001375565188865668,0,0,7.949316338337819,0.8719298240887334,0,1.64092290304742,2.512852727136154,0.7191042374127836,30.41239986666042,33.98778461726389,65.1192887213371,75.58145778681107,298.6876100870386
Mining Support,30.64522903430463,0.003812003716671199,0,0,30.64904103802131,17.08556743147179,0,-0.6103258554936458,16.47524157597815,4.337107935331528,1359.382829468766,196.5121025102344,1560.232039914332,1607.356322528332,1760.82436637539
Meat processing,281.2195827695241,0.006360118435889068,0,0,281.22594288796,0.6486807061373351,0,-1.329655756455492,-0.6809750503181574,9.210788677625068,485.1950172010547,51.41839715733636,545.8242030360161,826.3691708736579,982.4703512284685
Fish & fruit processing,140.3078035328386,0.004633649084597946,0,0,140.3124371819232,1.13197842892373,0,-3.599428149003837,-2.467449720080108,3.59711377236495,474.3024204200117,221.2911427013805,699.1906768937572,837.0356643556004,942.5019063189836
